,Orientation,Parent,Fluor,PWM,Window_size,P-value,ROI,N_without,N_with,Fluor_without,Fluor_with
2110,top,11,RFP,minus35,6,0.9200713375656849,"[104, 110]",3666,10,1.625,1.5462962962962963
2111,top,11,RFP,minus35,6,0.4800187892460447,"[114, 120]",3657,19,1.625,1.75
2112,top,11,RFP,minus35,6,0.37719516211975224,"[116, 122]",3659,17,1.625,1.5
2113,top,11,RFP,minus35,6,0.42805908061462916,"[119, 125]",214,3462,1.6726190476190477,1.625
2114,top,11,RFP,minus35,6,1.7932663053288707e-10,"[135, 141]",331,3345,1.8066666666666664,1.6
2115,top,11,RFP,minus35,6,0.6652986349667094,"[136, 142]",3639,37,1.625,1.7222222222222223
2116,top,11,RFP,minus35,6,6.931520733923303e-05,"[139, 145]",253,3423,1.75,1.6170212765957446
2117,top,11,RFP,minus35,6,0.5304292174645346,"[140, 146]",3662,14,1.6266592920353982,1.5108695652173914
2118,top,59,GFP,minus10,6,0.2741884771920774,"[3, 9]",3437,19,1.5625,1.5454545454545454
2119,top,59,GFP,minus10,6,0.4633081158248664,"[8, 14]",3438,18,1.5619103773584906,1.6655844155844157
2120,top,59,GFP,minus10,6,0.4240051722531435,"[17, 23]",3438,18,1.5632034632034633,1.3107142857142857
2121,top,59,GFP,minus10,6,0.036014151915483586,"[19, 25]",3439,17,1.5593220338983051,2.102564102564102
2122,top,59,GFP,minus10,6,0.25839688928696236,"[22, 28]",130,3326,1.538050314465409,1.5619103773584906
2123,top,59,GFP,minus10,6,0.3582729775245479,"[27, 33]",3434,22,1.56,1.7145904163191994
2124,top,59,GFP,minus10,6,0.40989344256376603,"[30, 36]",3443,13,1.5613207547169812,1.8235294117647056
2125,top,59,GFP,minus10,6,0.8509121263072261,"[32, 38]",144,3312,1.6413985148514851,1.5574162679425836
2126,top,59,GFP,minus10,6,0.26786656826859767,"[35, 41]",3442,14,1.5626352813852815,1.4417344173441733
2127,top,59,GFP,minus10,6,0.6064105485097264,"[39, 45]",228,3228,1.5674188222344525,1.5606603773584906
2128,top,59,GFP,minus10,6,0.1533832709338923,"[53, 59]",152,3304,1.5273827530038924,1.5632034632034633
2129,top,59,GFP,minus10,6,0.306219237401435,"[61, 67]",3445,11,1.5625,1.2280701754385963
2130,top,59,GFP,minus10,6,0.13352323402621114,"[66, 72]",3446,10,1.5632034632034633,1.3621766280107046
2131,top,59,GFP,minus10,6,0.0005558441572833985,"[67, 73]",3415,41,1.5714285714285714,1.2307692307692308
2132,top,59,GFP,minus10,6,1.2616279832537534e-06,"[72, 78]",3373,83,1.5757575757575757,1.2045454545454546
2133,top,59,GFP,minus10,6,0.9247702535549629,"[74, 80]",3446,10,1.5606603773584906,1.684996806860688
2134,top,59,GFP,minus10,6,0.019697296525990282,"[81, 87]",3442,14,1.5632034632034633,1.1916666666666667
2135,top,59,GFP,minus10,6,0.021172824909176432,"[83, 89]",3353,103,1.55,1.842521367521368
2136,top,59,GFP,minus10,6,0.9811138493994166,"[97, 103]",3443,13,1.5625,1.318181818181818
2137,top,59,GFP,minus10,6,0.0002796644488448061,"[99, 105]",3445,11,1.5584415584415583,2.508849557522124
2138,top,59,GFP,minus10,6,2.861834952660221e-10,"[102, 108]",225,3231,1.2608695652173914,1.5918367346938775
2139,top,59,GFP,minus10,6,3.0459270706838856e-21,"[104, 110]",224,3232,1.21875,1.6082474226804124
2140,top,59,GFP,minus10,6,0.13662200674222744,"[107, 113]",3436,20,1.5625,1.3661518661518661
2141,top,59,GFP,minus10,6,0.5323419459464314,"[119, 125]",3356,100,1.56,1.6163419913419914
2142,top,59,GFP,minus10,6,0.2770338886828497,"[121, 127]",3444,12,1.5626352813852815,1.4037267080745341
2143,top,59,GFP,minus10,6,0.009953047150289043,"[137, 143]",3444,12,1.5638694638694637,1.1349280800500314
2144,top,59,GFP,minus10,6,0.8593064744727326,"[138, 144]",3435,21,1.5613207547169812,1.6136363636363635
2145,top,59,GFP,minus10,6,0.6735204265902168,"[142, 148]",3445,11,1.5625,1.443298969072165
2146,top,59,GFP,minus35,6,0.9862680997603704,"[2, 8]",3379,77,1.56,1.59375
2147,top,59,GFP,minus35,6,0.6314141751110705,"[3, 9]",3445,11,1.56,1.62
2148,top,59,GFP,minus35,6,0.6314141751110705,"[4, 10]",3445,11,1.56,1.62
2149,top,59,GFP,minus35,6,0.002812345293538106,"[5, 11]",3445,11,1.564102564102564,1.1333333333333333
2150,top,59,GFP,minus35,6,0.41631758973048116,"[13, 19]",163,3293,1.52,1.5627705627705628
2151,top,59,GFP,minus35,6,0.1054101772020002,"[26, 32]",3442,14,1.56,1.962890625
2152,top,59,GFP,minus35,6,0.5536305272762452,"[31, 37]",3437,19,1.56,1.7549295774647888
2153,top,59,GFP,minus35,6,0.09622493294935484,"[37, 43]",203,3253,1.4736842105263157,1.567901234567901
2154,top,59,GFP,minus35,6,0.26786656826859767,"[40, 46]",3442,14,1.5626352813852815,1.4417344173441733
2155,top,59,GFP,minus35,6,0.08126454413550356,"[41, 47]",3432,24,1.5626352813852815,1.448637316561845
2156,top,59,GFP,minus35,6,0.24546680986368152,"[44, 50]",3410,46,1.5632034632034633,1.4445454545454546
2157,top,59,GFP,minus35,6,0.013613145873122495,"[45, 51]",3446,10,1.5632034632034633,1.0575980392156863
2158,top,59,GFP,minus35,6,0.8997657582268034,"[51, 57]",323,3133,1.6428571428571428,1.55
2159,top,59,GFP,minus35,6,0.2640660802017003,"[52, 58]",3381,75,1.5547703180212014,1.7142857142857142
2160,top,59,GFP,minus35,6,0.00041878642408027284,"[61, 67]",250,3206,1.385037748798902,1.5788644405130474
2161,top,59,GFP,minus35,6,0.0018714783521671325,"[65, 71]",3417,39,1.5698924731182795,1.2058823529411764
2162,top,59,GFP,minus35,6,6.020916164963025e-15,"[76, 82]",383,3073,1.2727272727272727,1.606837606837607
2163,top,59,GFP,minus35,6,0.047140121001971395,"[77, 83]",3439,17,1.5627705627705628,1.2333333333333334
2164,top,59,GFP,minus35,6,0.000627620477833806,"[86, 92]",410,3046,1.4514150943396227,1.5806451612903225
2165,top,59,GFP,minus35,6,0.28364246387840597,"[87, 93]",393,3063,1.56,1.5625
2166,top,59,GFP,minus35,6,0.7141019319928614,"[88, 94]",415,3041,1.6082474226804124,1.556390977443609
2167,top,59,GFP,minus35,6,0.2770338886828497,"[126, 132]",3444,12,1.5626352813852815,1.4037267080745341
2168,top,59,GFP,minus35,6,0.10101673925124793,"[142, 148]",196,3260,1.6454509177972865,1.5515630035449566
2169,top,59,RFP,minus10,6,0.0004947772068216021,"[3, 9]",3437,19,1.6363636363636365,2.0
2170,top,59,RFP,minus10,6,0.0010327021869661237,"[8, 14]",3438,18,1.6365151515151517,1.9926470588235294
2171,top,59,RFP,minus10,6,0.6880974140900196,"[17, 23]",3438,18,1.6414846875204931,1.7129629629629628
2172,top,59,RFP,minus10,6,0.17930813024404668,"[19, 25]",3439,17,1.6428571428571428,1.5
2173,top,59,RFP,minus10,6,1.0221437800545116e-17,"[22, 28]",130,3326,1.0,1.6666666666666667
2174,top,59,RFP,minus10,6,0.00012046696395962285,"[27, 33]",3434,22,1.6470588235294117,1.0701754385964912
2175,top,59,RFP,minus10,6,3.89453440958851e-06,"[30, 36]",3443,13,1.6470588235294117,1.0
2176,top,59,RFP,minus10,6,0.011354664984534003,"[32, 38]",144,3312,1.4619252873563218,1.6520538073504685
2177,top,59,RFP,minus10,6,0.9901608471041343,"[35, 41]",3442,14,1.6414846875204931,1.7818581293157565
2178,top,59,RFP,minus10,6,0.01705914321197698,"[39, 45]",228,3228,1.80625,1.6342342342342342
2179,top,59,RFP,minus10,6,0.76859043589822,"[53, 59]",152,3304,1.650900900900901,1.642400438436244
2180,top,59,RFP,minus10,6,0.0579633885940938,"[61, 67]",3445,11,1.6428571428571428,1.0
2181,top,59,RFP,minus10,6,0.7638190814252767,"[66, 72]",3446,10,1.6414846875204931,1.7595238095238095
2182,top,59,RFP,minus10,6,0.004426724694773352,"[67, 73]",3415,41,1.6470588235294117,1.375
2183,top,59,RFP,minus10,6,0.8330167625712401,"[72, 78]",3373,83,1.6428571428571428,1.6041666666666667
2184,top,59,RFP,minus10,6,0.2908721565460838,"[74, 80]",3446,10,1.6405128205128205,1.9099415204678363
2185,top,59,RFP,minus10,6,0.07115024995453038,"[81, 87]",3442,14,1.64,1.8640350877192982
2186,top,59,RFP,minus10,6,0.41167268850707006,"[83, 89]",3353,103,1.64,1.7
2187,top,59,RFP,minus10,6,0.1054808074805266,"[97, 103]",3443,13,1.6428571428571428,1.3333333333333333
2188,top,59,RFP,minus10,6,0.3219071650714095,"[99, 105]",3445,11,1.6428571428571428,1.5476190476190477
2189,top,59,RFP,minus10,6,0.00010321493197667375,"[102, 108]",225,3231,1.870967741935484,1.625
2190,top,59,RFP,minus10,6,0.0020464364372221188,"[104, 110]",224,3232,1.8333333333333333,1.6295031055900622
2191,top,59,RFP,minus10,6,0.9942052946739457,"[107, 113]",3436,20,1.6405128205128205,1.771153846153846
2192,top,59,RFP,minus10,6,0.005169987826441781,"[119, 125]",3356,100,1.6359388275276125,1.8333333333333333
2193,top,59,RFP,minus10,6,0.615625628577182,"[121, 127]",3444,12,1.642400438436244,1.6897321428571428
2194,top,59,RFP,minus10,6,0.976302269676697,"[137, 143]",3444,12,1.6428571428571428,1.5534759358288772
2195,top,59,RFP,minus10,6,0.014227985458734363,"[138, 144]",3435,21,1.64,2.0
2196,top,59,RFP,minus10,6,0.05666218434330739,"[142, 148]",3445,11,1.6428571428571428,1.0
2197,top,59,RFP,minus35,6,0.1854903691233557,"[2, 8]",3379,77,1.64,1.7272727272727273
2198,top,59,RFP,minus35,6,0.4692306146514963,"[3, 9]",3445,11,1.6428571428571428,1.3333333333333333
2199,top,59,RFP,minus35,6,0.4692306146514963,"[4, 10]",3445,11,1.6428571428571428,1.3333333333333333
2200,top,59,RFP,minus35,6,0.09047760984801956,"[5, 11]",3445,11,1.6428571428571428,1.35
2201,top,59,RFP,minus35,6,0.1603311253620805,"[13, 19]",163,3293,1.5616438356164384,1.6470588235294117
2202,top,59,RFP,minus35,6,0.9396157154556969,"[26, 32]",3442,14,1.642400438436244,1.6875
2203,top,59,RFP,minus35,6,2.474268058994214e-07,"[31, 37]",3437,19,1.6470588235294117,1.0
2204,top,59,RFP,minus35,6,0.6991000724306573,"[37, 43]",203,3253,1.6666666666666667,1.64
2205,top,59,RFP,minus35,6,0.9901608471041343,"[40, 46]",3442,14,1.6414846875204931,1.7818581293157565
2206,top,59,RFP,minus35,6,0.25733670868029723,"[41, 47]",3432,24,1.6430659983291562,1.375
2207,top,59,RFP,minus35,6,0.0012302209614886038,"[44, 50]",3410,46,1.65,1.309090909090909
2208,top,59,RFP,minus35,6,0.005868772425922081,"[45, 51]",3446,10,1.6383520599250936,1.9585326953748008
2209,top,59,RFP,minus35,6,5.444679936428134e-12,"[51, 57]",323,3133,1.9090909090909087,1.6153846153846154
2210,top,59,RFP,minus35,6,0.03618366644284907,"[52, 58]",3381,75,1.6363636363636365,1.8
2211,top,59,RFP,minus35,6,0.01155233515282489,"[61, 67]",250,3206,1.7530487804878048,1.635324576913362
2212,top,59,RFP,minus35,6,0.031676279014733834,"[65, 71]",3417,39,1.6470588235294117,1.5
2213,top,59,RFP,minus35,6,0.2877391246017751,"[76, 82]",383,3073,1.5957446808510638,1.6536585365853658
2214,top,59,RFP,minus35,6,0.036634662290564377,"[77, 83]",3439,17,1.64,1.894736842105263
2215,top,59,RFP,minus35,6,0.009860584400055059,"[86, 92]",410,3046,1.5,1.6573787409700722
2216,top,59,RFP,minus35,6,0.2047904451066349,"[87, 93]",393,3063,1.6,1.6470588235294117
2217,top,59,RFP,minus35,6,0.6953400734594914,"[88, 94]",415,3041,1.65,1.641025641025641
2218,top,59,RFP,minus35,6,0.615625628577182,"[126, 132]",3444,12,1.642400438436244,1.6897321428571428
2219,top,59,RFP,minus35,6,0.24467410987696492,"[142, 148]",196,3260,1.6666666666666667,1.6405128205128205
2220,top,26,GFP,minus10,6,0.5839800313400725,"[26, 32]",2770,15,2.6666666666666665,2.5
2221,top,26,GFP,minus10,6,8.333286611391022e-07,"[46, 52]",2699,86,2.6666666666666665,3.236706349206349
2222,top,26,GFP,minus10,6,0.10921439706145274,"[49, 55]",2773,12,2.6666666666666665,2.25
2223,top,26,GFP,minus10,6,0.03570344496901678,"[112, 118]",2768,17,2.6666666666666665,3.5
2224,top,26,GFP,minus10,6,0.5738587158012562,"[124, 130]",2775,10,2.6666666666666665,2.3780798640611724
2225,top,26,GFP,minus10,6,0.016527273241390236,"[125, 131]",158,2627,2.7821473158551813,2.6666666666666665
2226,top,26,GFP,minus10,6,0.537814925583461,"[130, 136]",2769,16,2.6666666666666665,2.4641577060931903
2227,top,26,GFP,minus10,6,0.1099389523449366,"[136, 142]",205,2580,2.588235294117647,2.6666666666666665
2228,top,26,GFP,minus35,6,0.1833694385816238,"[14, 20]",2733,52,2.6666666666666665,2.9265377383830242
2229,top,26,GFP,minus35,6,3.3104811758380422e-09,"[21, 27]",2762,23,2.6666666666666665,3.616
2230,top,26,GFP,minus35,6,0.06257501198572306,"[25, 31]",2750,35,2.6666666666666665,2.0454545454545454
2231,top,26,GFP,minus35,6,0.898064283685959,"[45, 51]",2768,17,2.6666666666666665,2.734986945169713
2232,top,26,GFP,minus35,6,0.00012279688072725788,"[51, 57]",158,2627,2.521101819970487,2.6666666666666665
2233,top,26,GFP,minus35,6,0.0008564650085642028,"[71, 77]",295,2490,2.5,2.6666666666666665
2234,top,26,GFP,minus35,6,4.9406668484232336e-06,"[84, 90]",249,2536,2.4444444444444446,2.689655172413793
2235,top,26,GFP,minus35,6,0.0301982152404683,"[85, 91]",2765,20,2.6666666666666665,2.5
2236,top,26,GFP,minus35,6,0.639498748493996,"[88, 94]",131,2654,2.6486486486486487,2.6666666666666665
2237,top,26,GFP,minus35,6,0.4924408612746767,"[89, 95]",2773,12,2.6666666666666665,2.5804195804195804
2238,top,26,GFP,minus35,6,0.051540283842032714,"[92, 98]",124,2661,2.5505050505050506,2.6666666666666665
2239,top,26,GFP,minus35,6,0.008844704966017547,"[95, 101]",2766,19,2.6666666666666665,2.0
2240,top,26,GFP,minus35,6,0.18427347202919309,"[114, 120]",2756,29,2.6666666666666665,3.0
2241,top,26,GFP,minus35,6,4.5553937400959904e-05,"[122, 128]",252,2533,2.5,2.6828528072837634
2242,top,26,GFP,minus35,6,0.034342618694289964,"[124, 130]",2771,14,2.6666666666666665,2.083333333333333
2243,top,26,GFP,minus35,6,0.18312570801346784,"[129, 135]",2768,17,2.6666666666666665,2.4444444444444446
2244,top,26,GFP,minus35,6,0.5334701961364428,"[135, 141]",2761,24,2.6666666666666665,2.753205128205128
2245,top,26,GFP,minus35,6,0.13159187083120719,"[141, 147]",2772,13,2.6666666666666665,2.111111111111111
2246,top,26,RFP,minus10,6,0.01893275381987132,"[26, 32]",2770,15,3.4640269151138714,3.733333333333333
2247,top,26,RFP,minus10,6,9.030718839828261e-10,"[46, 52]",2699,86,3.4838709677419355,3.0
2248,top,26,RFP,minus10,6,7.332624265376708e-07,"[49, 55]",2773,12,3.47345473198256,2.388319088319088
2249,top,26,RFP,minus10,6,0.49866449907109867,"[112, 118]",2768,17,3.4726895769942128,3.3984375
2250,top,26,RFP,minus10,6,0.05180571813192899,"[124, 130]",2775,10,3.4655172413793105,3.7648183997050144
2251,top,26,RFP,minus10,6,0.00439803418827722,"[125, 131]",158,2627,3.6491153846153845,3.457990115321252
2252,top,26,RFP,minus10,6,0.4825050265881299,"[130, 136]",2769,16,3.46831955922865,3.3668430788202652
2253,top,26,RFP,minus10,6,0.5164933767947337,"[136, 142]",205,2580,3.473684210526316,3.466666666666667
2254,top,26,RFP,minus35,6,0.0042743061045400115,"[14, 20]",2733,52,3.4752724224643754,3.133928571428571
2255,top,26,RFP,minus35,6,0.45159038772048743,"[21, 27]",2762,23,3.4705429341547944,3.2413793103448274
2256,top,26,RFP,minus35,6,0.12362601024490388,"[25, 31]",2750,35,3.462992735500774,3.609756097560976
2257,top,26,RFP,minus35,6,7.819486344056853e-05,"[45, 51]",2768,17,3.4732138524777665,2.8
2258,top,26,RFP,minus35,6,2.570008365208434e-26,"[51, 57]",158,2627,3.0545412311265965,3.5
2259,top,26,RFP,minus35,6,0.0008577119773315916,"[71, 77]",295,2490,3.591304347826087,3.4373940677966104
2260,top,26,RFP,minus35,6,2.476599791810779e-12,"[84, 90]",249,2536,3.712962962962963,3.427258886309506
2261,top,26,RFP,minus35,6,0.0009621621817803205,"[85, 91]",2765,20,3.463768115942029,3.8686914577031906
2262,top,26,RFP,minus35,6,0.00015868833620436622,"[88, 94]",131,2654,3.691891891891892,3.447822141560798
2263,top,26,RFP,minus35,6,0.003396432835764922,"[89, 95]",2773,12,3.463768115942029,3.908287900760168
2264,top,26,RFP,minus35,6,0.002754241726374288,"[92, 98]",124,2661,3.6399225933059562,3.449557522123894
2265,top,26,RFP,minus35,6,0.17797432625457932,"[95, 101]",2766,19,3.4651006281245995,3.617524339360223
2266,top,26,RFP,minus35,6,0.8548312604055557,"[114, 120]",2756,29,3.4644848645778015,3.571428571428572
2267,top,26,RFP,minus35,6,5.043630634262622e-07,"[122, 128]",252,2533,3.656021006350757,3.4375
2268,top,26,RFP,minus35,6,0.3010116656636782,"[124, 130]",2771,14,3.471698113207548,3.2333704942400594
2269,top,26,RFP,minus35,6,0.36343942374397076,"[129, 135]",2768,17,3.4674931129476585,3.4218545929473225
2270,top,26,RFP,minus35,6,0.3473367288246505,"[135, 141]",2761,24,3.466666666666667,3.5385589225589227
2271,top,26,RFP,minus35,6,0.9350998260218094,"[141, 147]",2772,13,3.4674931129476585,3.269076305220884
2272,top,58,GFP,minus10,6,0.2567643651051271,"[12, 18]",2559,43,1.0038022813688212,1.0
2273,top,58,GFP,minus10,6,0.8393828080025452,"[15, 21]",169,2433,1.0072992700729928,1.0029154518950438
2274,top,58,GFP,minus10,6,0.043345585151108174,"[17, 23]",181,2421,1.0,1.0049140049140048
2275,top,58,GFP,minus10,6,0.4577132818579309,"[20, 26]",2592,10,1.0031029307060253,1.0
2276,top,58,GFP,minus10,6,0.4414865921900887,"[26, 32]",2569,33,1.0029154518950438,1.0060362173038229
2277,top,58,GFP,minus10,6,0.23610398081986694,"[37, 43]",2588,14,1.0032317009501932,1.0
2278,top,58,GFP,minus10,6,0.49966295462189303,"[44, 50]",2589,13,1.0031847133757965,1.0
2279,top,58,GFP,minus10,6,0.44074014286141516,"[45, 51]",2590,12,1.0031029307060253,1.0
2280,top,58,GFP,minus10,6,0.3623921151239521,"[61, 67]",2590,12,1.0029682999656488,1.0302013422818792
2281,top,58,GFP,minus10,6,0.03199175659259583,"[79, 85]",2592,10,1.003328533451484,1.0
2282,top,58,GFP,minus10,6,0.411828568065824,"[82, 88]",2573,29,1.00327868852459,1.0
2283,top,58,GFP,minus10,6,0.6313024279336372,"[93, 99]",2588,14,1.0029682999656488,1.0080645161290323
2284,top,58,GFP,minus10,6,0.37105090770035676,"[98, 104]",2585,17,1.003021148036254,1.0
2285,top,58,GFP,minus10,6,0.30425920740718904,"[108, 114]",200,2402,1.0,1.00452636968766
2286,top,58,GFP,minus10,6,0.20927523996956698,"[112, 118]",2590,12,1.0032317009501932,1.0
2287,top,58,GFP,minus10,6,0.7917528168027652,"[114, 120]",168,2434,1.0,1.0039830857432452
2288,top,58,GFP,minus10,6,0.006557008833567276,"[128, 134]",269,2333,1.0,1.0059171597633136
2289,top,58,GFP,minus10,6,0.30426917362612915,"[141, 147]",2592,10,1.0028862973760932,1.0486918604651163
2290,top,58,GFP,minus35,6,0.7340240742486573,"[5, 11]",242,2360,1.0,1.0039830857432452
2291,top,58,GFP,minus35,6,0.7226779685798154,"[10, 16]",2583,19,1.003021148036254,1.0
2292,top,58,GFP,minus35,6,0.13847273810273164,"[11, 17]",2576,26,1.0032317009501932,1.0
2293,top,58,GFP,minus35,6,0.4934395292932393,"[31, 37]",2585,17,1.0031847133757965,1.0
2294,top,58,GFP,minus35,6,0.14075460415296237,"[33, 39]",2524,78,1.0039830857432452,1.0
2295,top,58,GFP,minus35,6,0.8925539847558965,"[35, 41]",232,2370,1.0,1.0035903298736
2296,top,58,GFP,minus35,6,0.22079201573012597,"[36, 42]",2570,32,1.003328533451484,1.0
2297,top,58,GFP,minus35,6,0.023076306821891795,"[37, 43]",2587,15,1.0038022813688212,1.0
2298,top,58,GFP,minus35,6,0.002460538002792854,"[49, 55]",2558,44,1.00452636968766,1.0
2299,top,58,GFP,minus35,6,0.3543941061758158,"[62, 68]",2566,36,1.0032317009501932,1.0
2300,top,58,GFP,minus35,6,0.280242969183787,"[84, 90]",2566,36,1.0031029307060253,1.0
2301,top,58,GFP,minus35,6,0.29522247089843967,"[106, 112]",2585,17,1.00327868852459,1.0
2302,top,58,GFP,minus35,6,0.17924227237188406,"[107, 113]",2554,48,1.0038095376309752,1.0
2303,top,58,GFP,minus35,6,0.5945132034058753,"[111, 117]",2589,13,1.0029154518950438,1.0225225225225223
2304,top,58,GFP,minus35,6,0.18628130709376478,"[112, 118]",233,2369,1.0,1.0046082949308757
2305,top,58,GFP,minus35,6,0.002717522327157111,"[116, 122]",2553,49,1.0046082949308757,1.0
2306,top,58,GFP,minus35,6,0.7261172605146828,"[123, 129]",2585,17,1.0031847133757965,1.0
2307,top,58,GFP,minus35,6,0.658443484557188,"[136, 142]",2579,23,1.003021148036254,1.0
2308,top,58,GFP,minus35,6,0.15123400025893385,"[143, 149]",2581,21,1.0033783783783785,1.0
2309,top,58,RFP,minus10,6,1.1627131111199802e-07,"[12, 18]",2559,43,1.9420289855072463,2.0
2310,top,58,RFP,minus10,6,4.985620804896339e-11,"[15, 21]",169,2433,1.4416666666666669,1.948905109489051
2311,top,58,RFP,minus10,6,0.4654950376270106,"[17, 23]",181,2421,1.9545454545454544,1.9444444444444444
2312,top,58,RFP,minus10,6,0.0010887509779758896,"[20, 26]",2592,10,1.9435290991230403,2.004464285714286
2313,top,58,RFP,minus10,6,0.21533310193493305,"[26, 32]",2569,33,1.9444444444444444,1.8956043956043955
2314,top,58,RFP,minus10,6,0.38191287447568545,"[37, 43]",2588,14,1.9444444444444444,1.8726773455377574
2315,top,58,RFP,minus10,6,0.000554820095762511,"[44, 50]",2589,13,1.9445324881141048,1.4493927125506072
2316,top,58,RFP,minus10,6,0.6328294813682472,"[45, 51]",2590,12,1.9444444444444444,1.9913793103448276
2317,top,58,RFP,minus10,6,0.03911147822104917,"[61, 67]",2590,12,1.9444884662792745,1.738095238095238
2318,top,58,RFP,minus10,6,0.35112201863763726,"[79, 85]",2592,10,1.9444444444444444,1.8641943734015345
2319,top,58,RFP,minus10,6,0.6534753219089022,"[82, 88]",2573,29,1.9444444444444444,1.984496124031008
2320,top,58,RFP,minus10,6,0.013157976272412096,"[93, 99]",2588,14,1.9431266846361186,2.0
2321,top,58,RFP,minus10,6,0.16260446967333897,"[98, 104]",2585,17,1.9444444444444444,1.8035714285714288
2322,top,58,RFP,minus10,6,0.5069832222728939,"[108, 114]",200,2402,1.9309523809523808,1.9453835227272727
2323,top,58,RFP,minus10,6,0.2984623793811969,"[112, 118]",2590,12,1.9444444444444444,1.8640350877192982
2324,top,58,RFP,minus10,6,0.2500303584866024,"[114, 120]",168,2434,1.9181873479318736,1.9457002457002455
2325,top,58,RFP,minus10,6,0.015950030405279276,"[128, 134]",269,2333,1.963636363636364,1.9411764705882355
2326,top,58,RFP,minus10,6,0.6200429036433956,"[141, 147]",2592,10,1.9444444444444444,1.9700794100964263
2327,top,58,RFP,minus35,6,0.10519191103551975,"[5, 11]",242,2360,1.9090909090909087,1.9465238942552112
2328,top,58,RFP,minus35,6,0.06185228782983299,"[10, 16]",2583,19,1.943661971830986,2.0
2329,top,58,RFP,minus35,6,5.434858616035509e-05,"[11, 17]",2576,26,1.9449224940570524,1.1830357142857144
2330,top,58,RFP,minus35,6,0.021853059239435334,"[31, 37]",2585,17,1.943661971830986,2.0
2331,top,58,RFP,minus35,6,0.6353502898496763,"[33, 39]",2524,78,1.9444444444444444,1.9799603174603173
2332,top,58,RFP,minus35,6,0.0008149915632848513,"[35, 41]",232,2370,1.8823529411764703,1.947368421052632
2333,top,58,RFP,minus35,6,1.8513477131539533e-05,"[36, 42]",2570,32,1.9425824175824176,2.0
2334,top,58,RFP,minus35,6,0.494266198113567,"[37, 43]",2587,15,1.9444444444444444,1.955801104972376
2335,top,58,RFP,minus35,6,0.8998253745984739,"[49, 55]",2558,44,1.9444444444444444,1.954195804195804
2336,top,58,RFP,minus35,6,0.5130537672118023,"[62, 68]",2566,36,1.9444444444444444,2.0
2337,top,58,RFP,minus35,6,0.26466872412069276,"[84, 90]",2566,36,1.9444444444444444,1.80625
2338,top,58,RFP,minus35,6,0.050913495135025556,"[106, 112]",2585,17,1.9444444444444444,1.973684210526316
2339,top,58,RFP,minus35,6,0.01833359959432273,"[107, 113]",2554,48,1.9428571428571428,1.9864121404571133
2340,top,58,RFP,minus35,6,0.6929227978497373,"[111, 117]",2589,13,1.9444444444444444,1.8636363636363635
2341,top,58,RFP,minus35,6,0.023821645172819705,"[112, 118]",233,2369,1.963855421686747,1.94140625
2342,top,58,RFP,minus35,6,0.36437493901005014,"[116, 122]",2553,49,1.9444444444444444,1.9197080291970805
2343,top,58,RFP,minus35,6,0.4559241161210681,"[123, 129]",2585,17,1.9444444444444444,1.911627906976744
2344,top,58,RFP,minus35,6,0.8735882275064653,"[136, 142]",2579,23,1.9444444444444444,1.9599236641221367
2345,top,58,RFP,minus35,6,0.8126738445369286,"[143, 149]",2581,21,1.9444444444444444,1.8571428571428568
2346,top,30,GFP,minus10,6,0.22764966757146987,"[4, 10]",98,2464,2.063742690058479,2.0660918767808183
2347,top,30,GFP,minus10,6,0.22588360942003838,"[32, 38]",98,2464,2.0382613222280064,2.0665304732720466
2348,top,30,GFP,minus10,6,0.32875539427859524,"[37, 43]",2542,20,2.0606617647058822,2.6809090909090907
2349,top,30,GFP,minus10,6,6.472425814817436e-09,"[66, 72]",340,2222,1.8531986531986533,2.1552100098644926
2350,top,30,GFP,minus10,6,0.502221709432446,"[69, 75]",2548,14,2.0665304732720466,2.0139943074003797
2351,top,30,GFP,minus10,6,0.18868929361371456,"[92, 98]",2496,66,2.069836293974225,2.0
2352,top,30,GFP,minus10,6,0.010420658550978769,"[94, 100]",74,2488,2.4953095684803004,2.051903735632184
2353,top,30,GFP,minus10,6,0.7800865867665446,"[97, 103]",98,2464,2.1797235023041477,2.0631648936170213
2354,top,30,GFP,minus10,6,0.00223706327368491,"[99, 105]",2548,14,2.069836293974225,1.3327205882352942
2355,top,30,GFP,minus10,6,4.420856853715695e-08,"[111, 117]",2537,25,2.083333333333333,1.1875
2356,top,30,GFP,minus10,6,0.004668531180153165,"[115, 121]",2550,12,2.0683810637054356,1.2561683599419446
2357,top,30,GFP,minus10,6,0.07306415879251235,"[116, 122]",173,2389,1.9696969696969693,2.0869565217391304
2358,top,30,GFP,minus10,6,0.10405385340787635,"[118, 124]",144,2418,2.349588719153937,2.0579831932773107
2359,top,30,GFP,minus10,6,0.0010015841149954023,"[129, 135]",2477,85,2.08,1.6666666666666667
2360,top,30,GFP,minus10,6,0.4646926606156576,"[134, 140]",2548,14,2.0660918767808183,2.2742424242424244
2361,top,30,GFP,minus35,6,0.43296109065384847,"[8, 14]",2525,37,2.066394279877426,2.0
2362,top,30,GFP,minus35,6,0.1924653452996028,"[20, 26]",2551,11,2.066666666666667,1.3529411764705883
2363,top,30,GFP,minus35,6,3.807328257326805e-05,"[24, 30]",123,2439,2.594972067039106,2.0476190476190474
